PolicyNo,PolicyHolderID,PolicyHolderName,InsuredID,InsuredName,InsuredDOB,PXIllness,Status,EffectiveDate,ExpiryDate,PremiumAmount,RiderPremiumAmount,OutstandingPremium,RiderOutstandingPremium,ProductCode,EntryDate,CommencementDate,ReinstatementDate,RiderEntryDate,RiderCommencementDate,RiderReinstatementDate,AllowAutoClaim,PolicyYearLimit,PolicyYearBalance,LifetimeLimit,LifetimeBalance,Rider,RiderPrdtCode
21220467,S3141774C,Carlos Koch,S3141774C,Carlos Koch,2/21/1961,,1,7/1/2019,6/30/2020,743.93,200,0,0,PEB,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21220468,S1217806D,Darnell Newton,S1217806D,Darnell Newton,10/25/1967,,1,3/1/2020,2/28/2021,348.6,136.45,0,0,PEP,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21220469,S1323004L,Lamar Griffith,S1323004L,Lamar Griffith,8/17/2005,,1,7/1/2019,6/30/2020,409.35,120.56,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220471,S2296745A,Addison Valdez,S2296745A,Addison Valdez,10/18/1982,,1,4/9/2020,4/8/2021,572.9,172.9,0,0,PAA,4/9/2015,4/9/2015,,4/9/2015,4/9/2015,,Y,200000,200000,8999999488,8999999488,Y,PAAD
21220472,S9048146K,Kayla Porter,S9048146K,Kayla Porter,1/15/2011,,1,7/1/2019,6/30/2020,409.35,120.56,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220477,S0636357A,Abdiel Burke,S0636357A,Abdiel Burke,11/26/1964,,1,7/1/2019,6/30/2020,2184.11,747.66,0,0,PEB,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21220478,S0007403A,Averi Bright,S0007403A,Averi Bright,4/25/1969,,1,7/1/2019,6/30/2020,943,254.21,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220479,S2333205C,Coleman Barry,S2333205C,Coleman Barry,11/5/2001,,1,7/1/2019,6/30/2020,615.89,198.13,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220480,S0872219J,Joey Shaw,S0872219J,Joey Shaw,5/18/1959,,1,7/1/2019,6/30/2020,615.89,198.13,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220483,S4523205G,Gauge Welch,S4523205G,Gauge Welch,4/1/1969,,1,7/1/2019,6/30/2020,3263.55,1159.81,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220484,S8015474I,Itzel Hill,S8015474I,Itzel Hill,2/19/1954,,1,7/1/2019,6/30/2020,615.89,198.13,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220486,S4845770N,Noel Valencia,S8227130K,Kathy Fitzpatrick,11/16/1976,,1,7/1/2019,6/30/2020,537.38,154.21,0,0,PEB,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21220487,S1327837M,Macy Koch,S4036783L,Leonard Miles,1/1/2008,,1,7/1/2019,6/30/2020,743.93,200,0,0,PEB,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21220489,S2240455A,Aron Bean,S2240455A,Aron Bean,6/21/1967,,1,7/1/2019,6/30/2020,409.35,120.56,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220491,S3183870A,Aaron Reeves,S3183870A,Aaron Reeves,4/1/1991,,1,7/1/2019,6/30/2020,537.38,154.21,0,0,PEB,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21220492,S1473147B,Brennan Nash,S1473147B,Brennan Nash,11/21/1975,,1,7/1/2019,6/30/2020,943,254.21,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220493,S0822234N,Niko Kim,S0822234N,Niko Kim,9/7/1955,,1,3/1/2020,2/28/2021,604.67,183.18,0,0,PEA,3/1/2015,3/1/2015,,3/1/2016,3/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220495,S0546507L,Lilly Kim,S0546507L,Lilly Kim,9/9/1964,,1,7/1/2019,6/30/2020,743.93,283.18,0,0,PEB,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBR
21220497,S5773108N,Nathaniel Haley,S5773108N,Nathaniel Haley,5/24/2006,,1,7/1/2019,6/30/2020,409.35,182.24,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAR
21220498,S7448316C,Collin Case,S7448316C,Collin Case,12/30/1995,,1,7/1/2019,6/30/2020,537.38,154.21,0,0,PEB,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21220499,S5159534B,Ben Castillo,S5159534B,Ben Castillo,10/11/2010,,1,7/1/2019,6/30/2020,1152.44,308.09,0,0,PEP,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21220500,S1300770I,Issac Watkins,S1300770I,Issac Watkins,12/15/1987,,1,7/1/2019,6/30/2020,471.02,150.47,0,0,PEP,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21220502,S2209977M,Mariam Warren,S2209977M,Mariam Warren,6/3/1957,,1,7/1/2019,6/30/2020,615.89,198.13,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220506,S4652049V,Vicente Buck,S4652049V,Vicente Buck,2/25/2001,,1,1/1/2020,12/31/2020,521.49,200.93,0,0,PEB,1/1/2015,1/1/2015,,1/1/2015,1/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBR
21220509,S0857545K,Kayden Fletcher,S0740442K,Kelly Yoder,8/8/1991,,1,1/1/2020,12/31/2020,409.35,120.56,0,0,PEA,1/1/2015,1/1/2015,,1/1/2015,1/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220529,S3082949R,Rachel Aguirre,S3082949R,Rachel Aguirre,7/11/2004,,1,2/1/2020,1/31/2021,386.92,110.28,0,0,PEA,2/1/2015,2/1/2015,,2/1/2015,2/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220530,S3630953J,Joslyn Adkins,S3630953J,Joslyn Adkins,11/19/1969,,1,3/1/2020,2/28/2021,537.38,154.21,0,0,PEB,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21220539,S5512932S,Sanai Glass,S3988567R,Raiden Cooper,9/30/2013,,1,1/1/2020,12/31/2020,409.35,182.24,0,0,PEA,1/1/2015,1/1/2015,,1/1/2015,1/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAR
21220543,S6779214E,Erick Frank,S6779214E,Erick Frank,3/24/1953,,1,2/1/2020,1/31/2021,409.35,120.56,0,0,PEA,2/1/2016,2/1/2016,,2/1/2016,2/1/2016,,Y,500000,500000,10000000,10000000,Y,PEAD
21220547,S0375834J,Jalen Tapia,S8888408B,Brynlee Combs,10/7/1966,,1,1/1/2020,12/31/2020,236.45,88.79,0,0,PAA,1/1/2015,1/1/2015,,1/1/2015,1/1/2015,,Y,200000,200000,8999999488,8999999488,Y,PAAD
21220548,S3568515K,Kamila Stanley,S4281995K,Kaden Haney,2/29/1960,,1,1/1/2020,12/31/2020,615.89,326.17,0,0,PEA,1/1/2015,1/1/2015,,1/1/2015,1/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAR
21220549,S4550914C,Chase Ball,S4550914C,Chase Ball,6/29/1950,,1,3/1/2020,2/28/2021,523.36,150.47,0,0,PEP,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21220622,S1550566K,Kamren Weaver,S1550566K,Kamren Weaver,12/3/1985,,1,7/1/2019,6/30/2020,1589.72,457.94,0,0,PEP,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21220624,S7942350G,Gracie Armstrong,S7942350G,Gracie Armstrong,3/13/2000,,1,7/1/2019,6/30/2020,993.46,381.31,0,0,PEB,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBR
21220630,S4288096A,Adolfo Carter,S4288096A,Adolfo Carter,4/12/1965,,1,3/1/2020,2/28/2021,356.08,85.98,0,0,PEB,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21220639,S0714075R,Ronald Walls,S0714075R,Ronald Walls,9/17/2003,,1,3/1/2020,2/28/2021,510.28,250.47,0,0,PEP,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPR
21220645,S3598610T,Toby Dillon,S3598610T,Toby Dillon,10/23/1980,,1,3/1/2020,2/28/2021,235.51,98.13,0,0,PEB,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBR
21220647,S9707061G,Gabriela Maldonado,S9707061G,Gabriela Maldonado,11/15/2006,,1,7/1/2019,6/30/2020,943,254.21,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220651,S4948556G,Gregory Copeland,S4948556G,Gregory Copeland,1/11/1950,,1,7/1/2019,6/30/2020,2041.12,591.59,0,0,PEP,7/1/2016,7/1/2016,,7/1/2016,7/1/2016,,Y,700000,700000,10000000,10000000,Y,PEPD
21220669,S2683780J,Jaslyn Castillo,S7781701C,Christopher May,5/22/1971,,1,3/1/2020,2/28/2021,386.92,110.28,0,0,PEA,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220676,S6981546G,Grayson Fisher,S6981546G,Grayson Fisher,11/17/1992,,1,3/1/2020,2/28/2021,348.6,0,0,0,PEP,3/1/2016,3/1/2016,,,,,Y,700000,700000,10000000,10000000,N,
21220730,S1289605B,Bronson Carney,S1289605B,Bronson Carney,4/18/1972,,1,1/1/2020,12/31/2020,471.02,150.47,0,0,PEP,1/1/2015,1/1/2015,,1/1/2015,1/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21220731,S9293557K,Kinsley Payne,S9293557K,Kinsley Payne,10/12/1996,,1,1/1/2020,12/31/2020,409.35,120.56,0,0,PEA,1/1/2015,1/1/2015,,1/1/2015,1/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220743,S1845060J,Janiah Ortega,S3238958M,Mylee Compton,1/28/1989,,1,3/1/2020,2/28/2021,521.49,92.49,0,0,PEB,3/1/2015,3/1/2015,,9/14/2016,3/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBR
21220766,S8664243D,Derick Bowers,S8664243D,Derick Bowers,1/9/2005,,1,7/1/2019,6/30/2020,365.42,91.59,0,0,PEB,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21220776,S5355693C,Calvin Brown,S5355693C,Calvin Brown,12/14/1979,,1,7/1/2019,6/30/2020,373.83,100,0,0,PAA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,200000,200000,8999999488,8999999488,Y,PAAD
21220779,S4731015A,Ann Cole,S4731015A,Ann Cole,8/17/1998,,1,7/1/2019,6/30/2020,248.6,163.55,0,0,PEA,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAR
21220781,S4552222B,Brett Lozano,S4552222B,Brett Lozano,5/2/1975,,1,7/1/2019,6/30/2020,324.3,62.62,0,0,PEC,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,150000,150000,10000000,10000000,Y,PECD
21220782,S4851981I,Izaiah Ballard,S4851981I,Izaiah Ballard,9/25/1994,,1,7/1/2019,6/30/2020,386.92,110.28,0,0,PEA,7/1/2015,7/1/2015,,7/1/2016,7/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220789,S0757385J,Jayson Farley,S0757385J,Jayson Farley,9/24/1969,,1,1/1/2020,12/31/2020,1174.77,300,0,0,PEP,1/1/2015,1/1/2015,,1/1/2015,1/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21220790,S2154472N,Nicolas Swanson,S2154472N,Nicolas Swanson,5/24/1978,,1,2/1/2020,1/31/2021,510.28,250.47,0,0,PEP,2/1/2016,2/1/2016,,2/1/2016,2/1/2016,,Y,700000,700000,10000000,10000000,Y,PEPR
21220798,S7276487Y,Yesenia Warner,S7276487Y,Yesenia Warner,10/20/1968,,1,3/1/2020,2/28/2021,506.54,0,0,0,PPP,3/1/2015,3/1/2015,,,,,Y,300000,300000,8999999488,8999999488,N,
21220799,S7569485M,Maverick Moore,S7569485M,Maverick Moore,10/23/1958,,1,3/1/2020,2/28/2021,604.67,183.18,0,0,PEA,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220800,S5488467K,Kenyon Rogers,S1586601J,Jazmyn Meyers,8/2/2001,,1,3/1/2020,2/28/2021,712.15,0,0,0,PPP,3/1/2015,3/1/2015,,,,,Y,300000,300000,8999999488,8999999488,N,
21220805,S4999340Z,Zain Salinas,S4999340Z,Zain Salinas,8/8/1989,,1,3/1/2020,2/28/2021,615.89,198.13,0,0,PEA,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220808,S8440926A,Axel Montes,S8440926A,Axel Montes,3/27/1993,,1,3/1/2020,2/28/2021,523.36,263.55,0,0,PEP,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPR
21220881,S0576461J,Jimmy Spencer,S7219416M,Mikayla Ryan,5/25/1983,,1,7/3/2019,7/2/2020,348.6,285.98,0,0,PEP,7/3/2015,7/3/2015,,7/3/2015,7/3/2015,,Y,700000,700000,10000000,10000000,Y,PEPR
21220927,S9478990C,Cael Francis,S9478990C,Cael Francis,4/1/1987,,1,8/1/2019,7/31/2020,409.35,120.56,0,0,PEA,8/1/2015,8/1/2015,,8/1/2015,8/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220928,S9521126R,Raphael Melton,S9521126R,Raphael Melton,1/28/1972,,1,8/1/2019,7/31/2020,347.66,74.77,0,0,PBB,8/1/2015,8/1/2015,,8/1/2015,8/1/2015,,Y,150000,150000,8999999488,8999999488,Y,PBBD
21220929,S2180206W,Waylon Avila,S2180206W,Waylon Avila,7/30/2012,,1,8/3/2019,8/2/2020,409.35,120.56,0,0,PEA,8/3/2015,8/3/2015,,8/3/2015,8/3/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220930,S7538791M,Maryjane Rosales,S7538791M,Maryjane Rosales,10/6/2004,,1,8/1/2019,7/31/2020,409.35,120.56,0,0,PEA,8/1/2015,8/1/2015,,8/1/2015,8/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220931,S2378006S,Scott Holland,S8867839J,Jessie Estes,2/8/1972,,1,8/3/2019,8/2/2020,615.89,198.13,0,0,PEA,8/3/2015,8/3/2015,,8/3/2015,8/3/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220932,S0628716A,Aria Lindsey,S0628716A,Aria Lindsey,3/4/1960,,1,8/3/2019,8/2/2020,409.35,120.56,0,0,PEA,8/3/2015,8/3/2015,,8/3/2015,8/3/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220933,S8981240K,Kieran Hines,S8981240K,Kieran Hines,7/3/1998,,1,8/1/2019,7/31/2020,615.89,198.13,0,0,PEA,8/1/2015,8/1/2015,,8/1/2015,8/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220934,S7434580E,Emiliano Carroll,S7434580E,Emiliano Carroll,2/3/1970,,1,8/3/2019,8/2/2020,585.1,188.22,0,0,PEA,8/3/2015,8/3/2015,,8/3/2015,8/3/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220935,S1362002J,Jamari Schultz,S1362002J,Jamari Schultz,11/23/1968,,1,8/3/2019,8/2/2020,365.42,91.59,0,0,PEB,8/3/2015,8/3/2015,,8/3/2015,8/3/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21220936,S6957308D,Dillon Sparks,S6957308D,Dillon Sparks,3/7/1984,,1,8/3/2019,8/2/2020,365.42,91.59,0,0,PEB,8/3/2015,8/3/2015,,8/3/2015,8/3/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21220947,S2779508A,Ahmed Black,S6723143D,Dixie Delacruz,3/28/2000,,1,8/3/2019,8/2/2020,615.89,198.13,0,0,PEA,8/3/2016,8/3/2016,,8/3/2016,8/3/2016,,Y,500000,500000,10000000,10000000,Y,PEAD
21220948,S9603637N,Nigel Bates,S9603637N,Nigel Bates,9/19/1970,,1,8/3/2019,8/2/2020,615.89,198.13,0,0,PEA,8/3/2015,8/3/2015,,8/3/2015,8/3/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21220968,S6502818K,Karson Bray,S6502818K,Karson Bray,10/21/1966,,1,1/1/2020,12/31/2020,365.42,91.59,0,0,PEB,1/1/2016,1/1/2016,,1/1/2016,1/1/2016,,Y,250000,250000,10000000,10000000,Y,PEBD
21220983,S2828360M,Matthias Nicholson,S7503609I,Iris Hudson,11/7/1971,,1,3/1/2020,2/28/2021,373.83,100,0,0,PAA,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,200000,200000,8999999488,8999999488,Y,PAAD
21220987,S4697439C,Cody Cowan,S6682121M,Mercedes Villa,10/30/2008,,1,3/1/2020,2/28/2021,348.6,228.97,0,0,PEP,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPR
21220988,S5094478R,Reagan Douglas,S5094478R,Reagan Douglas,9/13/1986,,1,3/1/2020,2/28/2021,510.28,250.47,0,0,PEP,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPR
21220989,S6439172D,Damian Vega,S6439172D,Damian Vega,12/26/1956,,1,3/1/2020,2/28/2021,248.6,102.8,0,0,PEA,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21221003,S4473138J,Jaiden Everett,S4473138J,Jaiden Everett,9/27/2002,,1,5/1/2020,4/30/2021,523.36,150.47,0,0,PEP,5/1/2015,5/1/2015,,5/1/2016,5/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21221005,S8891990J,Jake Griffin,S2662254C,Clarissa Gallagher,10/30/2000,,1,5/1/2020,4/30/2021,604.67,183.18,0,0,PEA,5/1/2015,5/1/2015,,5/1/2015,5/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21221006,S1458854G,Graham Oliver,S9320230K,Kasey Blevins,12/18/1981,,1,5/1/2020,4/30/2021,365.42,57.21,0,0,PEB,5/1/2015,5/1/2015,,9/15/2016,5/1/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21221009,S4639574L,Leo Holloway,S8699080S,Stephany Butler,4/21/1957,,1,3/1/2020,2/28/2021,386.92,175.7,0,0,PEA,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAR
21221027,S3858602T,Theresa Maddox,S3858602T,Theresa Maddox,7/30/1954,,1,5/1/2020,4/30/2021,822.43,223.36,0,0,PEP,5/1/2015,5/1/2015,,5/1/2015,5/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21221079,S5881413B,Brennan Richard,S5881413B,Brennan Richard,12/13/1950,,1,5/1/2020,4/30/2021,386.92,110.28,0,0,PEA,5/1/2015,5/1/2015,,5/1/2015,5/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21221082,S3241076C,Chelsea Stokes,S3241076C,Chelsea Stokes,12/18/2004,,1,3/1/2020,2/28/2021,348.6,136.45,0,0,PEP,3/1/2015,3/1/2015,,3/1/2015,3/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21221100,S8285964K,Kirsten Lindsey,S8285964K,Kirsten Lindsey,2/9/1966,,1,8/18/2019,8/17/2020,235.51,90.87,0,0,PEB,8/18/2016,8/18/2016,,9/14/2016,8/18/2016,,Y,250000,250000,10000000,10000000,Y,PEBR
21221134,S0019339M,Makai Pham,S0019339M,Makai Pham,7/22/1993,,1,8/23/2019,8/22/2020,204.67,53.02,0,0,PEC,8/23/2015,8/23/2015,,9/23/2016,8/23/2015,,Y,150000,150000,10000000,10000000,Y,PECD
21221164,S2506680E,Erik Hamilton,S2506680E,Erik Hamilton,7/7/1991,,1,8/25/2019,8/24/2020,204.67,87.46,0,0,PEC,8/25/2015,8/25/2015,,9/14/2016,8/25/2015,,Y,150000,150000,10000000,10000000,Y,PECR
21221195,S8868009S,Samuel Mcknight,S8868009S,Samuel Mcknight,12/4/1962,,1,8/29/2019,8/28/2020,204.67,57.31,0,0,PEC,8/29/2015,8/29/2015,,9/2/2016,8/29/2015,,Y,150000,150000,10000000,10000000,Y,PECD
21221544,S6933938H,Haley Duarte,S2601930A,Aiyana Macdonald,1/8/1954,,1,9/1/2019,8/31/2020,185.98,156.07,0,0,PEA,2/1/2015,9/1/2015,,2/1/2015,9/1/2015,,Y,500000,500000,8999999488,8999999488,Y,PEAR
21221640,S2210783W,Wade Scott,S2210783W,Wade Scott,4/14/1995,,1,8/15/2019,8/14/2020,510.28,142.99,0,0,PEP,8/15/2015,8/15/2015,,8/15/2015,8/15/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21221700,S3842200D,Dalton Adkins,S3842200D,Dalton Adkins,6/13/1972,,1,2/5/2020,2/4/2021,386.92,0,0,0,PEA,2/5/2016,2/5/2016,,,,,Y,500000,500000,10000000,10000000,N,
21221820,S7233758E,Elaina Hull,S7233758E,Elaina Hull,5/7/1990,,1,8/15/2019,8/14/2020,368.22,94.39,0,0,PAA,8/15/2015,8/15/2015,,8/15/2015,8/15/2015,,Y,200000,200000,8999999488,8999999488,Y,PAAD
21221821,S1267939O,Octavio Santiago,S1267939O,Octavio Santiago,6/9/1956,,1,8/15/2019,8/14/2020,368.22,94.39,0,0,PAA,8/15/2015,8/15/2015,,8/15/2015,8/15/2015,,Y,200000,200000,8999999488,8999999488,Y,PAAD
21221921,S3500806E,Elsa Foster,S1918922A,Ali Combs,1/23/1989,,1,8/15/2019,8/14/2020,368.22,0,0,0,PAA,8/15/2015,8/15/2015,,,,,Y,200000,200000,8999999488,8999999488,N,
21221937,S5540046B,Brett Friedman,S5540046B,Brett Friedman,1/19/1998,,1,2/1/2020,1/31/2021,1174.77,300,0,0,PEP,2/1/2016,2/1/2016,,2/1/2016,2/1/2016,,Y,700000,700000,10000000,10000000,Y,PEPD
21222144,S9502171B,Brynlee Petersen,S9502171B,Brynlee Petersen,2/3/2009,,1,10/2/2019,10/1/2020,373.83,100,0,0,PAA,10/2/2016,10/2/2016,,10/2/2016,10/2/2016,,Y,200000,200000,8999999488,8999999488,Y,PAAD
21222173,S1428826R,Rebekah Gilbert,S1428826R,Rebekah Gilbert,5/13/1973,,1,7/1/2019,6/30/2020,254.21,131.78,0,0,PEP,7/1/2015,7/1/2015,,7/1/2015,7/1/2015,,Y,700000,700000,10000000,10000000,Y,PEPD
21222333,S4279469R,Raymond Faulkner,S3922988J,Jovani Yates,6/30/1953,,1,11/1/2019,10/31/2020,409.35,0,0,0,PEA,11/1/2016,11/1/2016,,,,,Y,500000,500000,10000000,10000000,N,
21222340,S0852798M,Micah Reese,S0852798M,Micah Reese,5/1/1961,,1,8/3/2019,8/2/2020,254.21,131.78,0,0,PEP,8/3/2016,8/3/2016,,8/3/2016,8/3/2016,,Y,700000,700000,10000000,10000000,Y,PEPD
21222341,S5228415Y,Yadira Knight,S5228415Y,Yadira Knight,2/22/1996,,1,8/3/2019,8/2/2020,185.98,156.07,0,0,PEA,8/3/2016,8/3/2016,,8/3/2016,8/3/2016,,Y,500000,500000,10000000,10000000,Y,PEAR
21222346,S7777917N,Nash Gardner,S7777917N,Nash Gardner,10/30/1954,,1,8/3/2019,8/2/2020,254.21,131.78,0,0,PEP,8/3/2016,8/3/2016,,8/3/2016,8/3/2016,,Y,700000,700000,10000000,10000000,Y,PEPD
21222394,S5846511K,Katelynn Hall,S5846511K,Katelynn Hall,8/13/1963,,1,6/4/2019,6/3/2020,510.28,250.47,0,0,PEP,6/4/2015,6/4/2015,,6/4/2015,6/4/2015,,Y,700000,700000,10000000,10000000,Y,PEPR
21222401,S4787337L,Lola Spence,S4787337L,Lola Spence,7/30/2003,,1,11/18/2019,11/17/2020,510.28,338.32,0,0,PEP,11/18/2016,11/18/2016,,11/18/2016,11/18/2016,,Y,700000,700000,10000000,10000000,Y,PEPR
21222406,S2090919M,Mike Howe,S2090919M,Mike Howe,2/18/1985,,1,8/4/2019,8/3/2020,506.54,0,0,0,PPP,8/4/2015,8/4/2015,,,,,Y,300000,300000,8999999488,8999999488,N,
21222407,S0879933D,Damian Sweeney,S0879933D,Damian Sweeney,12/4/1964,,1,5/1/2020,4/30/2021,409.35,120.56,0,0,PEA,5/1/2015,5/1/2015,,5/1/2015,5/1/2015,,Y,500000,500000,10000000,10000000,Y,PEAD
21222409,S6613323L,Lindsey Pace,S6613323L,Lindsey Pace,3/3/1983,,1,8/4/2019,8/3/2020,356.07,85.98,0,0,PEB,8/4/2015,8/4/2015,,8/4/2015,8/4/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21222411,S3943927A,Addison Colon,S3943927A,Addison Colon,1/31/2007,,1,8/4/2019,8/3/2020,382.24,91.59,0,0,PEB,8/4/2015,8/4/2015,,8/4/2015,8/4/2015,,Y,250000,250000,10000000,10000000,Y,PEBD
21222412,S4602962V,Veronica Wolfe,S4602962V,Veronica Wolfe,12/24/2007,,1,8/4/2019,8/3/2020,510.28,250.47,0,0,PEP,8/4/2015,8/4/2015,,8/4/2015,8/4/2015,,Y,700000,700000,10000000,10000000,Y,PEPR
21222413,S4325922I,Isaiah Kramer,S4325922I,Isaiah Kramer,8/29/2004,,1,8/4/2019,8/3/2020,386.92,175.7,0,0,PEA,8/4/2015,8/4/2015,,8/4/2015,8/4/2015,,Y,500000,500000,10000000,10000000,Y,PEAR
21222487,S4267085C,Coleman Morse,S4267085C,Coleman Morse,5/23/1985,,1,6/4/2019,6/3/2020,380.95,101.34,0,0,PAA,6/4/2017,6/4/2017,,6/6/2017,6/4/2017,,Y,200000,200000,8999999488,8999999488,Y,PAAD
21222513,S2904997A,Armando Shepard,S2904997A,Armando Shepard,12/15/1962,,1,6/4/2019,6/3/2020,383.18,72.6,0,0,PAA,6/4/2017,6/4/2017,,9/12/2017,6/4/2017,,Y,200000,200000,8999999488,8999999488,Y,PAAD
